Agency/Label Name,Entity Type,Country,Artist Name,Genre,Contact/A&R Email,Website,Source,Notes
ONNO Collective,Label,India,Disco Puppet,Electronic / Experimental,,https://onnocollective.bandcamp.com,labels_agencies_roster,
ONNO Collective,Label,India,Sawhorse,Electronic / Experimental,,https://onnocollective.bandcamp.com,labels_agencies_roster,
ONNO Collective,Label,India,Pardafash,Electronic / Experimental,,https://onnocollective.bandcamp.com,labels_agencies_roster,
ONNO Collective,Label,India,Catatacat,Electronic / Experimental,,https://onnocollective.bandcamp.com,labels_agencies_roster,
ONNO Collective,Label,India,Nithin Shams,Experimental,,https://onnocollective.bandcamp.com,labels_agencies_roster,
ONNO Collective,Label,India,ExSHA,Electronic,,https://onnocollective.bandcamp.com,labels_agencies_roster,
Pagal Haina,Label,India,Lifafa,Electronic / Indie,,https://pagalhaina.com,labels_agencies_roster,
Pagal Haina,Label,India,Peter Cat Recording Co.,Indie Rock,,https://pagalhaina.com,labels_agencies_roster,
Pagal Haina,Label,India,The F16s,Indie Rock,,https://pagalhaina.com,labels_agencies_roster,
Pagal Haina,Label,India,Prateek Kuhad,Indie Pop / Folk,,https://pagalhaina.com,labels_agencies_roster,
Pagal Haina,Label,India,Rounak Maiti,Indie,,https://pagalhaina.com,labels_agencies_roster,
Pagal Haina,Label,India,Shantanu Pandit,Indie,,https://pagalhaina.com,labels_agencies_roster,
Pagal Haina,Label,India,Begum,Indie,,https://pagalhaina.com,labels_agencies_roster,
Pagal Haina,Label,India,Bowls,Indie,,https://pagalhaina.com,labels_agencies_roster,
Pagal Haina,Label,India,Ditty,Indie,,https://pagalhaina.com,labels_agencies_roster,
Pagal Haina,Label,India,Shashwat Bulusu,Indie Pop,,https://pagalhaina.com,labels_agencies_roster,
Pagal Haina,Label,India,Hashbass,Electronic,,https://pagalhaina.com,labels_agencies_roster,
Pagal Haina,Label,India,Lo! Peninsula,Indie,,https://pagalhaina.com,labels_agencies_roster,
Pagal Haina,Label,India,Karshni Nair,Indie,,https://pagalhaina.com,labels_agencies_roster,
Saregama,Label,India,Daler Mehndi,Punjabi,,https://saregama.com,labels_agencies_roster,
Saregama,Label,India,Tony Kakkar,Pop,,https://saregama.com,labels_agencies_roster,
Saregama,Label,India,Paradox,Hip-Hop,,https://saregama.com,labels_agencies_roster,
Saregama,Label,India,Maahi,Indie Pop,,https://saregama.com,labels_agencies_roster,
Saregama,Label,India,Pragati,Pop,,https://saregama.com,labels_agencies_roster,
Sony Music India (Day One),Label,India,Tanmaya Bhatnagar,Singer-Songwriter,,https://sonymusic.co.in,labels_agencies_roster,
Sony Music India (Day One),Label,India,Pina Colada Blues (Kevin Shaji),Indie,,https://sonymusic.co.in,labels_agencies_roster,
Sony Music India (NINE),Label,India,Raftaar,Hip-Hop,,https://sonymusic.co.in,labels_agencies_roster,
Sony Music India (NINE),Label,India,Talwiinder,Indie / R&B,,https://sonymusic.co.in,labels_agencies_roster,
Sony Music India (NINE),Label,India,The Kidd,Hip-Hop,,https://sonymusic.co.in,labels_agencies_roster,
Speed Records,Label,India,Sidhu Moosewala,Punjabi,,https://speedrecords.com,labels_agencies_roster,
Speed Records,Label,India,Gippy Grewal,Punjabi,,https://speedrecords.com,labels_agencies_roster,
Speed Records,Label,India,B Praak,Punjabi,,https://speedrecords.com,labels_agencies_roster,
Speed Records,Label,India,Nimrat Khaira,Punjabi,,https://speedrecords.com,labels_agencies_roster,
Speed Records,Label,India,Jassi Gill,Punjabi,,https://speedrecords.com,labels_agencies_roster,
Speed Records,Label,India,Inder Chahal,Punjabi,,https://speedrecords.com,labels_agencies_roster,
Speed Records,Label,India,Gurlez Akhtar,Punjabi,,https://speedrecords.com,labels_agencies_roster,
Speed Records,Label,India,Asees Kaur,Punjabi Pop,,https://speedrecords.com,labels_agencies_roster,
Speed Records,Label,India,Jasmine Sandlas,Punjabi,,https://speedrecords.com,labels_agencies_roster,
Speed Records,Label,India,Khasa Aala Chahar,Haryanvi,,,labels_agencies_roster,
Speed Records,Label,India,Gulzaar Chhaniwala,Haryanvi,,,labels_agencies_roster,
Speed Records,Label,India,Sumit Goswami,Haryanvi,,,labels_agencies_roster,
Speed Records,Label,India,Vishvajeet Choudhary,Haryanvi,,,labels_agencies_roster,
Speed Records,Label,India,Armaan Bedil,Pop,,,labels_agencies_roster,
T-Series,Label,India,Guru Randhawa,Punjabi Pop,,https://tseries.com,labels_agencies_roster,
T-Series,Label,India,Vishal Mishra,Bollywood Pop,,https://tseries.com,labels_agencies_roster,
T-Series,Label,India,Jubin Nautiyal,Bollywood Pop,,https://tseries.com,labels_agencies_roster,
T-Series,Label,India,Neha Kakkar,Bollywood Pop,,https://tseries.com,labels_agencies_roster,
T-Series,Label,India,Tulsi Kumar,Bollywood Pop,,https://tseries.com,labels_agencies_roster,
T-Series,Label,India,Sachet-Parampara,Bollywood,,https://tseries.com,labels_agencies_roster,
T-Series,Label,India,Tanishk Bagchi,Production / Pop,,https://tseries.com,labels_agencies_roster,
T-Series,Label,India,Manan Bhardwaj,Indie,,https://tseries.com,labels_agencies_roster,
T-Series,Label,India,Vasu Kainth,Indie,,https://tseries.com,labels_agencies_roster,
T-Series,Label,India,Garvit-Priyansh,Indie,,https://tseries.com,labels_agencies_roster,
T-Series,Label,India,Savneet Singh,Indie,,https://tseries.com,labels_agencies_roster,
T-Series,Label,India,Shivam Srivastava,Indie,,https://tseries.com,labels_agencies_roster,
T-Series,Label,India,Parth Srivastava,Indie,,https://tseries.com,labels_agencies_roster,
Universal Music India (VYRL),Label,India,Mithoon,Indie / Bollywood,,https://umusicindia.com,labels_agencies_roster,
Universal Music India (VYRL),Label,India,Asees Kaur,Pop / Punjabi,,https://umusicindia.com,labels_agencies_roster,
Universal Music India (VYRL),Label,India,Arjun Kanungo,Pop,,https://umusicindia.com,labels_agencies_roster,
Universal Music India (VYRL),Label,India,Lisa Mishra,Pop,,https://umusicindia.com,labels_agencies_roster,
Universal Music India (VYRL),Label,India,Tanishk Bagchi,Pop / Production,,https://umusicindia.com,labels_agencies_roster,
Universal Music India (VYRL),Label,India,Sukriti & Prakriti Kakkar,Pop,,https://umusicindia.com,labels_agencies_roster,
Universal Music India (VYRL),Label,India,Akull Tandon,Pop,,https://umusicindia.com,labels_agencies_roster,
Universal Music India (VYRL),Label,India,Arijit Singh,Bollywood / Pop,,https://umusicindia.com,labels_agencies_roster,
Universal Music India (VYRL),Label,India,Badshah,Hip-Hop / Pop,,https://umusicindia.com,labels_agencies_roster,
Universal Music India (VYRL),Label,India,Nucleya,Electronic,,https://umusicindia.com,labels_agencies_roster,
Universal Music India (VYRL),Label,India,Anuv Jain,Indie Pop,,https://umusicindia.com,labels_agencies_roster,
Universal Music India (VYRL),Label,India,MC Stan,Hip-Hop,,https://umusicindia.com,labels_agencies_roster,
Universal Music India (VYRL),Label,India,Zaeden,Electronic,,https://umusicindia.com,labels_agencies_roster,
Universal Music India (VYRL),Label,India,Lost Stories,Electronic,,https://umusicindia.com,labels_agencies_roster,
Universal Music India (VYRL),Label,India,Yashraj,Pop,,https://umusicindia.com,labels_agencies_roster,
Universal Music India (VYRL),Label,India,Hanita Bhambri,Indie Pop,,https://umusicindia.com,labels_agencies_roster,
Universal Music India (VYRL),Label,India,Kamakshi Khanna,Indie,,https://umusicindia.com,labels_agencies_roster,
Warner Music India,Label,India,Darshan Raval,Pop / Bollywood,,https://warnermusicindia.co,agent,
Warner Music India,Label,India,Diljit Dosanjh,Punjabi Pop,,https://warnermusicindia.co,agent,
Warner Music India,Label,India,King,Hindi Rap / Pop,,https://warnermusicindia.co,agent,
Warner Music India,Label,India,Sanjith Hegde,Bollywood Playback,,https://warnermusicindia.co,agent,
Warner Music India,Label,India,Prateeksha Srivastava,Indie Pop,,https://warnermusicindia.co,agent,
Warner Music India,Label,India,Karma,Hip-Hop,,https://warnermusicindia.co,labels_agencies_roster,
Warner Music India (91 North),Label,India,Karan Aujla,Punjabi Hip-Hop,,https://warnermusicindia.co,labels_agencies_roster,
Warner Music India (91 North),Label,India,Jonita Gandhi,Pop / R&B,,https://warnermusicindia.co,labels_agencies_roster,
Warner Music India (MAATI),Label,India,Vishal Dadlani,Indie / Bollywood,,https://warnermusicindia.co,labels_agencies_roster,
Warner Music India (MAATI),Label,India,Mohit Chauhan,Folk / Indie,,https://warnermusicindia.co,labels_agencies_roster,
Warner Music India (MAATI),Label,India,Rani KohEnur,Folk,,https://warnermusicindia.co,labels_agencies_roster,
Zee Music Company,Label,India,Adnan Sami,Pop / Classical,,,labels_agencies_roster,
Zee Music Company,Label,India,QARAN,Pop,,,labels_agencies_roster,
AMG India,Agency,India,Sivamani,World Percussion / Fusion,amgindia@gmail.com,https://amgindia.in,agent,
AMG India,Agency,India,Louiz Banks,Jazz / Fusion,amgindia@gmail.com,https://amgindia.in,agent,
AMG India,Agency,India,Kala Ramnath,Carnatic Classical Violin / Fusion,amgindia@gmail.com,https://amgindia.in,agent,
AMG India,Agency,India,Samarpan,Indian Classical Fusion,amgindia@gmail.com,https://amgindia.in,agent,
AMG India,Agency,India,Sitar Rhapsody (Chirag Katti),Sitar / Fusion,amgindia@gmail.com,https://amgindia.in,agent,
AMG India,Agency,India,Jayanthi Kumaresh,Veena / Carnatic Classical,amgindia@gmail.com,https://amgindia.in,agent,
AMG India,Agency,India,3G (Vikku Vinayakram / Selvaganesh / Swaminathan),Carnatic Percussion,amgindia@gmail.com,https://amgindia.in,agent,
AMG India,Agency,India,The Yes Triangle (Shankar Mahadevan + Sivamani + Stephen Devassy),Fusion / Improv,amgindia@gmail.com,https://amgindia.in,agent,
AMG India,Agency,India,Asia Electrik,Electronic / Fusion,amgindia@gmail.com,https://amgindia.in,agent,
AMG India,Agency,India,RagaJazz,Jazz / Indian Classical,amgindia@gmail.com,https://amgindia.in,agent,
AMG India,Agency,India,v-Ravi (Ravi Iyer),Fusion Guitar,amgindia@gmail.com,https://amgindia.in,agent,
AMG India,Management,India,Shankar Mahadevan,Classical / Bollywood,,https://amgindia.in,labels_agencies_roster,
AMG India,Management,India,Stephen Devassy,Classical / Jazz,,https://amgindia.in,labels_agencies_roster,
Big Bang Music (BGBNG),Agency,India,Shalmali Kholgade,Pop / Indie,,https://bgbng.com,agent,
Big Bang Music (BGBNG),Agency,India,Naezy,Hip-Hop / Rap,,https://bgbng.com,agent,
Big Bang Music (BGBNG),Agency,India,Anumita Nadesan,Pop / R&B,,https://bgbng.com,agent,
Big Bang Music (BGBNG),Agency,India,Jasleen Royal,Indie Pop,,https://bgbng.com,agent,
Big Bang Music (BGBNG),Agency,India,The 9TEEN,Pop,,https://bgbng.com,agent,
Collective Artists Network,Agency,India,Pritam,Film Composer / Bollywood,,https://collectiveartists.com,agent,
Collective Artists Network,Agency,India,Jasleen Royal,Indie Pop / Bollywood,,https://collectiveartists.com,agent,
Collective Artists Network,Agency,India,Shilpa Rao,Indie Pop / Bollywood Playback,,https://collectiveartists.com,agent,
Collective Artists Network,Agency,India,Jonita Gandhi,Pop / R&B,,https://collectiveartists.com,agent,
Collective Artists Network,Agency,India,Kanika Kapoor,Bollywood Pop,,https://collectiveartists.com,agent,
Collective Artists Network,Agency,India,Amit Mishra,Bollywood Playback,,https://collectiveartists.com,agent,
Collective Artists Network,Agency,India,Sunidhi Chauhan,Bollywood Playback / Pop,,https://collectiveartists.com,agent,
Collective Artists Network,Management,India,Diljit Dosanjh,Punjabi Pop,,https://collectiveartists.com,labels_agencies_roster,
Collective Artists Network,Management,India,Bhuvan Bam,Comedy / Music,,https://collectiveartists.com,labels_agencies_roster,
Krunk Live,Agency,India,Anushka,Drum & Bass / Electronic,,https://krunklive.com,agent,
Krunk Live,Agency,India,Madboy/Mink,Electronic,,https://krunklive.com,labels_agencies_roster,
Krunk Live,Agency,India,MALFNKTION,Electronic,,https://krunklive.com,labels_agencies_roster,
Krunk Live,Agency,India,Oceantied,Electronic,,https://krunklive.com,labels_agencies_roster,
Krunk Live,Agency,India,FOPCHU,Electronic,,https://krunklive.com,labels_agencies_roster,
Krunk Live,Agency,India,Sandunes,Electronic,,https://krunklive.com,labels_agencies_roster,
Krunk Live,Agency,India,Delhi Sultanate,Reggae / Dub,,https://krunklive.com,labels_agencies_roster,
Krunk Live,Agency,India,Dualist Inquiry,Electronic,,https://krunklive.com,labels_agencies_roster,
Krunk Live,Agency,India,Shaai'r & Func,Electronic,,https://krunklive.com,labels_agencies_roster,
MGMH (Music Gets Me High),Agency,India,Jalebee Cartel,Electronic,,https://mgmh.net,agent,
MGMH (Music Gets Me High),Agency,India,Kailasa,Fusion / Devotional,,https://mgmh.net,agent,
MGMH (Music Gets Me High),Agency,India,Nucleya,Electronic / Bass,,https://mgmh.net,agent,
MGMH (Music Gets Me High),Agency,India,Prateek Kuhad,Indie Folk / Singer-Songwriter,,https://mgmh.net,agent,
MGMH (Music Gets Me High),Agency,India,Amit Trivedi,Indie / Bollywood,,https://mgmh.net,labels_agencies_roster,
MGMH (Music Gets Me High),Agency,India,Farhan Akhtar,Indie / Bollywood,,https://mgmh.net,labels_agencies_roster,
Mixtape Live,Agency,India,Pentagram,Rock/Metal,,https://mixtapelive.in,agent,
Mixtape Live,Agency,India,Naezy,Hip-Hop/Rap,,https://mixtapelive.in,agent,
Mixtape Live,Agency,India,Skyharbor,Progressive Metal,,https://mixtapelive.in,agent,
Mixtape Live,Agency,India,Grain,Indie Rock,,https://mixtapelive.in,agent,
Mixtape Live,Agency,India,Voctronica,A Cappella,,https://mixtapelive.in,agent,
Mixtape Live,Agency,India,OX7GEN,Electronic,,https://mixtapelive.in,agent,
Mixtape Live,Agency,India,Paraphoniks,Hip-Hop,,https://mixtapelive.in,agent,
Mixtape Live,Agency,India,Scribe,Hip-Hop,,https://mixtapelive.in,agent,
Mixtape Live,Agency,India,Bhayanak Maut,Death Metal,,https://mixtapelive.in,agent,
Mixtape Live,Agency,India,Sahil Vasudeva,Classical Piano / Fusion,,https://mixtapelive.in,agent,
Mixtape Live,Agency,India,Sandunes,Electronic / Indie,,https://mixtapelive.in,agent,
Mixtape Live,Agency,India,Nikhil D'Souza,Indie Pop / Singer-Songwriter,,https://mixtapelive.in,agent,
Mixtape Live,Agency,India,Donn Bhat + Passenger Revelator,Indie Rock,,https://mixtapelive.in,agent,
Mixtape Live,Agency,India,Abhi Meer,Indie Pop,,https://mixtapelive.in,agent,
Mixtape Live,Agency,India,Dhruv Ghanekar,Fusion Guitar,,https://mixtapelive.in,agent,
Mixtape Live,Agency,India,Swarathma,Folk Rock,,https://mixtapelive.in,agent,
Mixtape Live,Agency,India,Dhruv Visvanath,Acoustic / Indie,,https://mixtapelive.in,agent,
Mixtape Live,Agency,India,Benny Dayal & Funktuation,Funk / Pop,,https://mixtapelive.in,agent,
Mixtape Live,Agency,India,Brodha V,Hip-Hop / Rap,,https://mixtapelive.in,agent,
Mixtape Live,Agency,India,Bombay Bassment,Funk / Soul / Retro,,https://mixtapelive.in,agent,
Mixtape Live,Agency,India,Vasuda Sharma,Indie Folk,,https://mixtapelive.in,agent,
Mixtape Live,Agency,India,Motherjane,Progressive Rock,,https://mixtapelive.in,agent,
Mixtape Live,Agency,India,Easy Wanderlings,Indie Folk,,https://mixtapelive.in,agent,
Mixtape Live,Agency,India,Borkung Hrangkhawl,Folk,,https://mixtapelive.in,agent,
Mixtape Live,Agency,India,Benny Dayal,Indie / Bollywood,,https://mixtapelive.in,labels_agencies_roster,
Mixtape Live,Agency,India,Donn Bhat,Indie,,https://mixtapelive.in,labels_agencies_roster,
Mixtape Live,Agency,India,_RHL,Electronic,,https://mixtapelive.in,labels_agencies_roster,
REPRESENT,Agency,India,Armaan Malik,Indie Pop / Bollywood,,https://representmgmt.in,agent,
REPRESENT,Agency,India,Anuv Jain,Indie Pop / Singer-Songwriter,,https://representmgmt.in,agent,
REPRESENT,Agency,India,MC Stan,Hip-Hop / Rap,,https://representmgmt.in,agent,
REPRESENT,Agency,India,Zaeden,EDM / Electronic,,https://representmgmt.in,agent,
REPRESENT,Agency,India,Lost Stories,EDM / Electronic,,https://representmgmt.in,agent,
REPRESENT,Agency,India,DJ Chetas,EDM / Bollywood DJ,,https://representmgmt.in,agent,
REPRESENT,Agency,India,Yashraj,Indie Pop,,https://representmgmt.in,agent,
REPRESENT,Agency,India,Hanita Bhambri,Indie Pop,,https://representmgmt.in,agent,
REPRESENT,Agency,India,Akanksha Bhandari,Indie Pop,,https://representmgmt.in,agent,
REPRESENT,Agency,India,Kamakshi Khanna,Indie Pop / R&B,,https://representmgmt.in,agent,
REPRESENT,Agency,India,OAFF,Indie Electronic / Ambient,,https://representmgmt.in,agent,
REPRESENT,Agency,India,Lisa Mishra,Pop,,https://representmgmt.in,agent,
REPRESENT,Agency,India,Saahel,Indie Pop,,https://representmgmt.in,agent,
REPRESENT,Agency,India,Savera,Indie Pop,,https://representmgmt.in,agent,
REPRESENT,Agency,India,Kayan,Indie,,https://representmgmt.in,agent,
REPRESENT,Agency,India,Jai Dhir,Indie,,https://representmgmt.in,agent,
4AD,Label,UK/USA,The National,Indie Rock,,https://4ad.com,labels_agencies_roster,
4AD,Label,UK/USA,Big Thief,Indie Folk,,https://4ad.com,labels_agencies_roster,
4AD,Label,UK/USA,Adrianne Lenker,Folk,,https://4ad.com,labels_agencies_roster,
4AD,Label,UK/USA,Dry Cleaning,Post-Punk,,https://4ad.com,labels_agencies_roster,
4AD,Label,UK/USA,Deerhunter,Indie Rock,,https://4ad.com,labels_agencies_roster,
4AD,Label,UK/USA,Future Islands,Synth-Pop,,https://4ad.com,labels_agencies_roster,
4AD,Label,UK/USA,Aldous Harding,Art Pop,,https://4ad.com,labels_agencies_roster,
4AD,Label,UK/USA,Purity Ring,Electronic,,https://4ad.com,labels_agencies_roster,
4AD,Label,UK/USA,Bartees Strange,Indie Rock,,https://4ad.com,labels_agencies_roster,
4AD,Label,UK/USA,U.S. Girls,Art Pop,,https://4ad.com,labels_agencies_roster,
4AD,Label,UK/USA,Helado Negro,Indie Pop,,https://4ad.com,labels_agencies_roster,
4AD,Label,UK/USA,Erika de Casier,R&B,,https://4ad.com,labels_agencies_roster,
4AD,Label,UK/USA,Dead Can Dance,Gothic / Neoclassical,,https://4ad.com,labels_agencies_roster,
4AD,Label,UK/USA,Pixies,Alternative Rock,,https://4ad.com,labels_agencies_roster,
4AD,Label,UK/USA,The Lemon Twigs,Pop Rock,,https://4ad.com,labels_agencies_roster,
Atlantic Records (WMG),Label,USA,Bruno Mars,Pop / R&B,,https://atlanticrecords.com,labels_agencies_roster,
Atlantic Records (WMG),Label,USA,Cardi B,Hip-Hop,,https://atlanticrecords.com,labels_agencies_roster,
Atlantic Records (WMG),Label,USA,Ed Sheeran,Pop,,https://atlanticrecords.com,labels_agencies_roster,
Atlantic Records (WMG),Label,USA,Coldplay,Alternative,,https://atlanticrecords.com,labels_agencies_roster,
Atlantic Records (WMG),Label,USA,Dua Lipa,Pop,,https://atlanticrecords.com,labels_agencies_roster,
Atlantic Records (WMG),Label,USA,Lizzo,Pop / R&B,,https://atlanticrecords.com,labels_agencies_roster,
Atlantic Records (WMG),Label,USA,Burna Boy,Afrobeats,,https://atlanticrecords.com,labels_agencies_roster,
Atlantic Records (WMG),Label,USA,100 gecs,Electronic,,https://atlanticrecords.com,labels_agencies_roster,
Atlantic Records (WMG),Label,USA,Briston Maroney,Indie Rock,,https://atlanticrecords.com,labels_agencies_roster,
CAA (Creative Artists Agency),Label,USA,Ariana Grande,Pop / R&B,,https://www.caa.com,agent,
CAA (Creative Artists Agency),Label,USA,Lady Gaga,Pop / Dance / Art Pop,,https://www.caa.com,agent,
CAA (Creative Artists Agency),Label,USA,Justin Bieber,Pop,,https://www.caa.com,agent,
CAA (Creative Artists Agency),Label,USA,The Weeknd,R&B / Pop,,https://www.caa.com,agent,
CAA (Creative Artists Agency),Label,USA,Red Hot Chili Peppers,Rock / Funk Rock,,https://www.caa.com,agent,
CAA (Creative Artists Agency),Label,USA,Bon Jovi,Rock,,https://www.caa.com,agent,
CAA (Creative Artists Agency),Label,USA,Eric Clapton,Blues / Rock,,https://www.caa.com,agent,
CAA (Creative Artists Agency),Label,USA,Charli XCX,Hyperpop / Pop,,https://www.caa.com,agent,
CAA (Creative Artists Agency),Label,USA,Stormzy,Grime / Hip-Hop,,https://www.caa.com,agent,
CAA (Creative Artists Agency),Label,USA,Shawn Mendes,Pop,,https://www.caa.com,agent,
CAA (Creative Artists Agency),Label,USA,Vampire Weekend,Indie Rock,,https://www.caa.com,agent,
CAA (Creative Artists Agency),Label,USA,Bon Iver,Indie Folk,,https://www.caa.com,agent,
CAA (Creative Artists Agency),Label,USA,Mumford & Sons,Folk Rock,,https://www.caa.com,agent,
Capitol Records (UMG),Label,USA,Sam Smith,Pop,,https://capitolrecords.com,labels_agencies_roster,
Capitol Records (UMG),Label,USA,Katy Perry,Pop,,https://capitolrecords.com,labels_agencies_roster,
Capitol Records (UMG),Label,USA,Halsey,Pop / Alternative,,https://capitolrecords.com,labels_agencies_roster,
Capitol Records (UMG),Label,USA,Troye Sivan,Pop,,https://capitolrecords.com,labels_agencies_roster,
Capitol Records (UMG),Label,USA,Kali Uchis,R&B / Pop,,https://capitolrecords.com,labels_agencies_roster,
Capitol Records (UMG),Label,USA,Kings of Leon,Rock,,https://capitolrecords.com,labels_agencies_roster,
Capitol Records (UMG),Label,USA,Ice Spice,Hip-Hop,,https://capitolrecords.com,labels_agencies_roster,
Capitol Records (UMG),Label,USA,Hanumankind,Hip-Hop,,https://capitolrecords.com,labels_agencies_roster,
Collective Artists (Australia),Label,Australia,Aldous Harding,Art Pop / Indie Folk,,https://www.collectiveartists.com.au,agent,
Collective Artists (Australia),Label,Australia,Alice Skye,Indie Pop,,https://www.collectiveartists.com.au,agent,
Collective Artists (Australia),Label,Australia,Bananagun,Psychedelic Pop / Indie,,https://www.collectiveartists.com.au,agent,
Collective Artists (Australia),Label,Australia,Body Type,Indie Rock / Post-Punk,,https://www.collectiveartists.com.au,agent,
Collective Artists (Australia),Label,Australia,Cable Ties,Punk Rock / Indie Rock,,https://www.collectiveartists.com.au,agent,
Collective Artists (Australia),Label,Australia,D.D Dumbo,Art Pop / Indie,,https://www.collectiveartists.com.au,agent,
Collective Artists (Australia),Label,Australia,Eliza Hull,Indie Pop / Alternative,,https://www.collectiveartists.com.au,agent,
Collective Artists (Australia),Label,Australia,Gena Rose Bruce,Indie Folk / Country,,https://www.collectiveartists.com.au,agent,
Collective Artists (Australia),Label,Australia,Good Morning,Indie Rock / Lo-fi,,https://www.collectiveartists.com.au,agent,
Collective Artists (Australia),Label,Australia,Annie Hamilton,Indie Pop,,https://www.collectiveartists.com.au,agent,
Collective Artists (Australia),Label,Australia,Sarah Blasko,Indie Pop / Alternative,,https://www.collectiveartists.com.au,agent,
Collective Artists (Australia),Label,Australia,Tia Gostelow,Indie Pop / Bedroom Pop,,https://www.collectiveartists.com.au,agent,
Columbia Records (Sony),Label,USA,Adele,Pop / Soul,,https://columbiarecords.com,labels_agencies_roster,
Columbia Records (Sony),Label,USA,Beyonce,Pop / R&B,,https://columbiarecords.com,labels_agencies_roster,
Columbia Records (Sony),Label,USA,Hozier,Indie Folk / Soul,,https://columbiarecords.com,labels_agencies_roster,
